암호화요양기호,요양기관명,위치_공공건물(장소)명,위치_방향,위치_거리,주차_가능대수,주차_비용 부담여부,주차_기타 안내사항,휴진안내_일요일,휴진안내_공휴일,응급실_주간_운영여부,응급실_주간_전화번호1,응급실_주간_전화번호2,응급실_야간_운영여부,응급실_야간_전화번호1,응급실_야간_전화번호2,점심시간_평일,점심시간_토요일,접수시간_평일,접수시간_토요일,진료시작시간_일요일,진료종료시간_일요일,진료시작시간_월요일,진료종료시간_월요일,진료시작시간_화요일,진료종료시간_화요일,진료시작시간_수요일,진료종료시간_수요일,진료시작시간_목요일,진료종료시간_목요일,진료시작시간_금요일,진료종료시간_금요일,진료시작시간_토요일,진료종료시간_토요일
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQ3IyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz,산성예스치과의원,t산성동행정복지센터,맞은편,50m,20.0,N,,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,09시30분~18시00분 또는 20시00분(야간진료),09시30분~13시30분,,,930.0,2030.0,930.0,1830.0,1400.0,2030.0,930.0,1830.0,930.0,1830.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQ3IyQwMyQyNjE0ODEjODEjJDEjJDYjJDgz,리볼리치과의원,,,,100.0,N,,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,10시00분~6시00분,10시00분~14시00분,,,1000.0,2000.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQ3IyQwMyQzNjE4MzIjNjEjJDEjJDgjJDgz,오늘플란트치과의원,더리브프리미어,,,1.0,N,최대 2시간 무료제공,11:00-16:00,휴진,N,,,N,,,,,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQzIyQ5OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,서울박사치과의원,,,,,,,,,N,,,N,,,13시00분~14시00분,,,,,,1000.0,1900.0,1000.0,1900.0,1000.0,2100.0,1000.0,2100.0,1000.0,1900.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,서울사랑니안녕치과의원,경기도 성남시 분당구 성남대로 934 궁전프라자2 3층 302 호,,,15.0,N,"기계식 지하주차 2시간 무료, 지상주차 30분 무료 (초과시간에 해당하는 만큼 주차권 지원)",전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,09시30분~18시00분,09시30분~13시30분,,,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDgjJDgz,순천의료재단 성남정병원,경기성남수정경찰서,태평역 방향,350m,100.0,Y,"입퇴원 및 수술 당일 주차비 무료, 외래 및 검진 환자 4시간 주차비 무료(환자별 차량 1대 기준) 이외 30분당 1,000원",전부 휴진,일부 휴진,Y,031-750-6003,,Y,031-750-6003,,12:30~13:30,,08:30~17:30,08:30~12:30,,,830.0,1730.0,830.0,1730.0,830.0,1730.0,830.0,1730.0,830.0,1730.0,830.0,1230.0
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,차의과학대학교분당차병원,,,,,,,전부 휴진(응급의료센터는 연중무휴),일부 휴진,Y,031-780-5840,031-780-3939,Y,031-780-5840,031-780-3939,12:30~13:30,,07:30~16:30,07:30~11:30,,,830.0,1730.0,830.0,1730.0,830.0,1730.0,830.0,1730.0,830.0,1730.0,830.0,1230.0
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz,성남중앙병원,수원지청성남법원,법원 맞은편,,115.0,Y,"진료 4시간 무료, 입퇴원 및 종합검사시 4시간 무료",휴진(응급실 운영),휴진(응급실 운영),Y,031-799-5366,031-799-5367,Y,031-799-5599,,12:30~1:30,12:30,08:30~17:00,08:30~12:00,,,845.0,1700.0,845.0,1700.0,845.0,1700.0,845.0,1700.0,845.0,1700.0,845.0,1230.0
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,바른세상병원,야탑역 3번출구,엔씨백화점(킴스클럽) 맥도날드 지나서 좌회전,200m,80.0,N,진료환자 3시간 무료주차,전부휴진,전부휴진,N,,,N,,,13:00~14:00,,09:00~18:00,09:00~13:00,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,분당러스크재활병원,정자역 (분당선),1번출구 방향,300m,50.0,Y,"진료 2시간 무료, 면회 2시간 무료, 입퇴원 당일 3시간 무료",전부 휴진,전부 휴진,N,,,N,,,12시 30분 ~ 14시 00분,,,,,,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5MiQzNjEwMDIjNjEjJDEjJDQjJDgz,의료법인 본플러스재단 분당병원,월드비터 8층,분당경찰서에서 미금방향 50m,,99.0,N,,진료가능 무휴,진료가능 무휴,N,,,N,,,13시~14시,13시~14시,09시00분~22시00분,09시00분~22시00분,1000.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQyNjEyMjIjNDEjJDEjJDgjJDgz,분당척병원,http://www.chukmedical.com/new/front/?g_page=intro&m_page=intro07&act=road,야탑역 1번출구 나와서 직진 70미터 우측,야탑역 1번출구 나와서 직진 70미터 우측,60.0,Y,주차공간이 협소하므로 대중교통 이용 부탁드립니다.,휴진,휴진,N,,,N,,,12시30분 ~ 13시30분,,8시40분  ~ 17시,09시 ~ 12시,,,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1230.0
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz,휴엔병원,성호시장 사거리,,100m,20.0,N,"BYC빌딩,롯데리아 사이길로 들어오시면 기계식 주차 가능함. 주차비 40분 무료 , 이후30분당 500원","외래 휴진, 입원가능","외래 휴진, 입원가능",N,,,N,,,12:00~13:30,12:00~13:30,9:00~17:00,9:00~14:00,,,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1500.0
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ5MiQzNjEwMDIjNjEjJDEjJDAjJDgz,분당베스트병원,야탑1동 주민센터,뒷건물,20m,250.0,Y,주차도장 2시간 무료,전부 휴진,전부 휴진,N,,,N,,,,,09시 ~ 17시30분,09시 ~ 12시00분,,,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1200.0
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQyIyQ1IyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,바른마디병원,성남시 중원구 금광1동 주민센터 옆,5M,5M,10.0,N,무료 발렛 파킹,휴진,휴진,Y,,,Y,031-1599-0015,,오후 1시 ~ 오후 2시,점심시간 무,09:00 ~ 17:50,09:00 ~ 12:50,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ2MiQzNjE0ODEjNjEjJDEjJDQjJDgz,연세스타병원,"신흥역롯데시네마타워5,6층",신흥역3번출구,도보5분거리,400.0,N,건물우측입구 지하추차이용후 5층 진료,휴진,휴진,N,,,N,,,13:00-14:00,무,08:30-18:00,08:30-14:00,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,지우병원,,,,10.0,Y,"진료 3시간 무료/입원보호자(면회객)1시간 무료/입퇴원,수술 시술 고객 당일무료 1대적용",전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,,09시30분~18시00분,09시30분~13시00분,,,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,보바스기념병원,,,,320.0,Y,"기본 1시간 무료 /  추가 : 외래진료 8시간 무료, 입원수납 4시간 무료, 입·퇴원 당일 무료, 건강검진 무료",전부 휴진,전부 휴진,N,,,N,,,12시30분~13시30분,,09시00분~12시00분 / 13시30분~17시00분,,,,900.0,1700.0,900.0,1700.0,900.0,1700.0,900.0,1700.0,900.0,1700.0,,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,좋은이웃요양병원,분당우체국,분당우체국 옆,,,,,휴진,휴진,N,,,N,,,13시00분~ 14시00분,,09시00분~15시30분,09시00분~12시30분,,,900.0,1530.0,900.0,1530.0,900.0,1530.0,900.0,1530.0,900.0,1530.0,900.0,1230.0
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjODEjJDEjJDYjJDgz,카리스요양병원,분당등기소,미래타운 방향으로,200M,,,,,,N,,,N,,,12:00~13:00,,09:00 ~ 17:00,09:00~12:00,,,920.0,1730.0,920.0,1730.0,920.0,1730.0,920.0,1730.0,920.0,1730.0,930.0,1200.0
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,성모요양병원,,,,15.0,N,,전부 휴진,전부 휴진,N,,,N,,,12시00분~13시00분,12시00분~13시00분,09시00분~18시00분,09시00분~14시00분,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1500.0
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,성남요양병원,금광1동 주민센타,단대오거리역,300m,34.0,N,1시간 무료,,,N,,,N,,,,,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,분당수요양병원,분당구 보건소,탄청강을 따라서 남쪽 방향으로 탑골 사거리 부근,300m,14.0,N,병원 본원건물 지하 주차장,전부 휴진,전부 휴진,N,,,N,,,12시 30분 ~ 13시 30분,,09시 00분 ~ 17시 30분,09시 00분 ~ 12시 30분,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,라온힐요양병원,라온힐요양병원,성남시청 정문 앞,30m,41.0,Y,기본 30분 무료,전부 휴진,전부 휴진,N,,,N,,,12시30분~1시30분,12시30분~1시30분,09시00분~17시30분,,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz,분당연세요양병원,,,,45.0,N,,,,N,,,N,,,12:00~13:00,12:00~13:00,09:00~18:00,09:00~18:00,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQ1IyQ3OSQyNjE0ODEjNTEjJDEjJDIjJDgz,파티마 요양병원,수진역4분출구,직진 후 오른편,238M,,,,휴진,휴진,N,,,N,,,12:30~13:30,,08:30~17:30,,0.0,0.0,830.0,1730.0,830.0,1730.0,830.0,1730.0,830.0,1730.0,830.0,1730.0,0.0,0.0
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQ1IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,위례센트럴요양병원,위례센트럴메디타운,8호선 남위례역 4번 출구에서,350,200.0,N,"입,퇴원 및 입원상담시 무료",전부휴진,전부휴진,N,,,N,,,12시00분~13시00분,12시00분~13시00분,09시00분~17시30분,,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,위례서울닥터스요양병원,남위례역 퍼스트 푸르지오시티,남위례역 3번 출구 앞,50m,435.0,Y,주차시간 30분 무료,전부 휴진,전부 휴진,N,,,N,,,12시00분~13시00분,,09시30분~17시00분,09시30분~13시00분,,,930.0,1700.0,930.0,1700.0,930.0,1700.0,930.0,1700.0,930.0,1700.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQwMyQyNjE4MzIjODEjJDEjJDYjJDgz,위례스마트요양병원,,,,84.0,N,,휴진,휴진,N,,,N,,,,,8시30분~17시30분,8시30분~12시30분,,,830.0,1730.0,830.0,1730.0,830.0,1730.0,830.0,1730.0,830.0,1730.0,,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQxMyQyNjE4MzIjNjEjJDEjJDgjJDgz,서울위례바이오요양병원,"위례센트럴메디타운 2,3,4층",,,30.0,N,,,,N,,,N,,,,,09시00분~18시00분,09시00분~18시00분,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQxMyQzNjEwMDIjNTEjJDEjJDIjJDgz,이상일이비인후과의원,,,,,,,휴진,휴진,N,,,N,,,13시00분~14시00분,,09시00분~18시30분,09시00분~13시30분,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz,김현소아청소년과의원,,,,,,,,,N,,,N,,,13시00분~14시00분,없음,,,,,900.0,1830.0,900.0,1830.0,900.0,1830.0,1400.0,1830.0,900.0,1830.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQxMyQyNjE4MzIjNDEjJDEjJDQjJDgz,허안과의원,,,,,,,,,N,,,N,,,,,~18:30,~16:00,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,한양의원,수정경찰서,건너편,20미터,0.0,Y,,전부휴진,전부휴진,N,,,N,,,오전12시30분부터 오후1시30분,,오전 9시부터 오후6시,오전9시부터 오후1시,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQyIyQ3IyQwMCQzNjE4MzIjNjEjJDEjJDAjJDgz,요셉신경외과의원,2001 아울렛 분당점,아울렛 앞,20m,10.0,Y,,전부 휴진,전부 휴진,N,,,N,,,13시 00분~14시 00분,,09시 30분~ 18시 00분,09시 30분~ 14시 00분,,,930.0,1800.0,930.0,1800.0,0.0,0.0,930.0,1800.0,930.0,1800.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3MiQzNjE4MzIjNjEjJDEjJDQjJDgz,세브란스내과의원,중앙시장,소방서방향으로,50m,3.0,N,,,,N,,,N,,,13:00 ~ 14:00,13:00 ~ 14:00,09:00 ~ 18:30,09:00 ~ 15:00,,,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1500.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ4MiQyNjEwMDIjNjEjJDEjJDgjJDgz,공송의원,,,,,,,,,N,,,N,,,13시00분~14시00분,,09시00분~20시00분,09시00분~15시00분,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQxMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,계정이비인후과의원,,,,,,,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,,,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,,,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ3OSQzNjEwMDIjODEjJDEjJDYjJDgz,황정형외과의원,,,,,,,,,N,,,N,,,13:00-14:00,,,,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz,한독의원,태평3동주민센터,도로건너편,10m,,,,전부휴진,전부휴진,N,,,N,,,12시30분-13시30분,,,,,,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQwMyQyNjE0ODEjNTEjJDEjJDIjJDgz,파티마외과의원,신흥사거리,모란역방향,100m,20.0,N,준준형까지 가능,전부휴진,전부휴진,N,,,N,,,13시00분-14시00분,,09시00분-18시00분,09시00분-13시00분,,,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ2MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,송산부인과의원,,,,,,,,,N,,,N,,,13시00분~14시00분,,09시00분~18시00시,09시00분~13시00분,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQxMyQzNjE0ODEjNzEjJDEjJDgjJDgz,분당여성산부인과의원,분당 메트로 빌딩,야탑역 1번출구,50m,30.0,N,,전부 휴진,전부 휴진,N,,,N,,,13시00분~ 14시 30분,휴진,09시 30분~ 17시30분,,,,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ5MiQzNjEyMjIjNjEjJDEjJDQjJDgz,성남동산의원,성일중고앞사거리,사거리코너건물,,,,,전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,,9시30분~17시50분,09시30분~12시50분,,,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz,권이비인후과의원,,,,,,,,,N,,,N,,,13시 00분~14시 30분,,,,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQwMyQyNjEwMDIjNDEjJDEjJDQjJDgz,우리의원,남한산성입구역2번출구에서 100m거리 금광시장근처,,,,,,전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,,09시00분~18시30분,09시00분~13시00분,,,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQwMyQ0NjE0ODEjNjEjJDEjJDQjJDgz,임안과의원,구 시청 성남시민회관 앞 하나은행 3층,정문에서 우측,100m,,,,휴무,휴무,N,,,N,,,13시00 ~ 14시00,없음,,,,,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,양충모내과의원,8호선단대오거리 2번출구 도보로3분거리(단대쇼핑옆),8호선 단대오거리 2번출구 신구대방향,50m정도,15.0,Y,처음30분무료후 추가30분당 500원,,,N,,,N,,,13시00분-14시00분,,09시00분-18시00분,09시00분-13시00분,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjODEjJDEjJDIjJDgz,일신여성의원,,,,,,,,,N,,,N,,,13시 00분 ~14시 00분,13시 00분~ 14시 00분,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQyIyQzIyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,김정혜산부인과의원,,,,,,,전부휴진,전부휴진,N,,,N,,,"월,화,수,금 오후1시~2시",,,,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ3OSQzNjE4MzIjNDEjJDEjJDQjJDgz,이두성비뇨기과의원,세이브존옆한신프라자오피스텔,2층,,5.0,N,진료시1시간무료주차,전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,,09시30분~18시30분,09시30분~13시00분,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQwMyQyNjE0ODEjNDEjJDEjJDgjJDgz,남형근소아청소년과의원,,,,,,,휴무,,N,,,N,,,13:00~14:00,13:00~13:30,,,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1500.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQwMyQzNjE0ODEjNDEjJDEjJDQjJDgz,한사랑가정의원,중부초등학교,메디컬약국,59미터,,,은행제1공영주차장이용-중부초등학교 지하,,,N,,,N,,,13시00분~14시00분,,09시00분~17시45분,09시00분~12시45분,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz,메디파크산부인과의원,분당선 미금역 7번 출입구,금곡IC 방향,70m,60.0,Y,해당 진료시간 내 무료,휴진,휴진,N,,,N,,,13:00~14:00,점심시간없음,9:00~18:00,8:30~14:00,,,900.0,2000.0,930.0,1930.0,930.0,2000.0,900.0,1930.0,900.0,2000.0,830.0,1400.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ4MiQyNjE4MzIjNTEjJDEjJDIjJDgz,선한이웃가정의원,,,,,,,전부 휴진,전부 휴진,N,,,N,,,13시00분 ~ 14시00분,,09시00분 ~ 19시00분,09시00분 ~ 14시00분,,,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1400.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ3OSQyNjE4MzIjNjEjJDEjJDgjJDgz,예나산부인과의원,한신프라자,세이브존 왼쪽 건물,세이브존과 한신프라자 건물사이 주차장 출구있음,,,,,,N,,,N,,,13시00분~14시00분,,,,,,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,금동소아청소년과의원,단대오거리역,1번출입구,20m,,,단대오거리역 노상공영주차장(단대오거리역 1번 출구에서 5m)을 이용하면 편리합니다,전부휴진,오후1시 이후 휴진,N,,,N,,,오후1시-2시,없음,,,,,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1500.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,세민의원,,,,,,,,,N,,,N,,,13시00분~14시00분,,09시00분~19시00분,09시00분~13시00분,,,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ5OSQzNjE0ODEjNjEjJDEjJDAjJDgz,늘푸른산부인과의원,,,,,,,,,N,,,N,,,13시-14시,,,,,,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ3OSQ0NjE0ODEjODEjJDEjJDYjJDgz,분당박소아청소년과의원,,,,,,,,,N,,,N,,,,,,,,,830.0,1900.0,830.0,1900.0,830.0,1900.0,830.0,1900.0,830.0,1900.0,900.0,1400.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ3OSQyNjE0ODEjNjEjJDEjJDgjJDgz,김영수내과의원,"내정중학교건너편,한솔초등학교근처",,,100.0,N,,휴진,휴진,N,,,N,,,12시20분~1시50분,,,,,,900.0,550.0,900.0,550.0,900.0,550.0,900.0,550.0,900.0,550.0,900.0,1230.0
